//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
Upgrade Path 2,Chemin d'amélioration 2
Upgrade Path 3,Chemin d'amélioration 3
ChangeTargeting,Changer de cible
ReverseChangeTargeting,Annuler le changement de cible
PauseDeselect,Pause/Désélectionner
PlayFastForward,Lecture/Avance rapide
SendNextRound,Lancer la manche suivante (Courses)
Activated Ability 1,Aptitude activée 1
Activated Ability 2,Aptitude activée 2
Activated Ability 3,Aptitude activée 3
Activated Ability 4,Aptitude activée 4
Activated Ability 5,Aptitude activée 5
Activated Ability 6,Aptitude activée 6
Activated Ability 7,Aptitude activée 7
Activated Ability 8,Aptitude activée 8
Activated Ability 9,Aptitude activée 9
Activated Ability 10,Aptitude activée 10
Activated Ability 11,Aptitude activée 11
Activated Ability 12,Aptitude activée 12
SendRedBloon,Envoyer Bloon rouge
SendBlueBloon,Envoyer Bloon bleu
SendGreenBloon,Envoyer Bloon vert
SendYellowBloon,Envoyer Bloon jaune
SendPinkBloon,Envoyer Bloon rose
SendBlackBloon,Envoyer Bloon noir
SendPurpleBloon,Envoyer Bloon violet
SendWhiteBloon,Envoyer Bloon blanc
SendLeadBloon,Envoyer Bloon en plomb
SendZebraBloon,Envoyer Bloon zébré
SendRainbowBloon,Envoyer Bloon arc-en-ciel
SendCeramicBloon,Envoyer Bloon en céramique
SendTestBloon,Envoyer Bloon de test
SendMoabBloon,Envoyer Bloon MOAB
SendBfbBloon,Envoyer Bloon BFB
SendZomgBloon,Envoyer Bloon ZOMG
SendDdtBloon,Envoyer Bloon DDT
SendBadBloon,Envoyer Bloon BAD
RestoreDefaults,Restaurer les valeurs par défaut
SaveHotkeyChanges,Enregistrer les modifications de raccourcis ?
Hotkeys,Raccourcis
Monkeys,Singes
Gameplay,Gameplay
Revert,Annuler
Save,Enregistrer
HotkeyModeDescription,Les raccourcis clavier peuvent uniquement être utilisés en mode Cliquer-déposer
DemoSplashText,Cette version de Bloons TD 6 a été spécialement conçue à des fins de démonstration
EditorClearSaveProgressWarning,Ton défi comprend des changements modifiant le gameplay ta progression actuelle sera perdue
EditorInfiniteMaxTowers,Illimité(e)
EditorDefaultValue,Défaut
EditorLoadingChallenge,Chargement en cours…
EditorGeneratingCode,Création en cours…
EditorEnterCode,Entrer le code
EditorShareError,Un problème est survenu lors du partage de ce défi
EditorSubmitError,Un problème est survenu lors de l'envoi de ce défi
EditorLoadError,Un problème est survenu lors du chargement de ce défi
EditorLevelLockMsg,L'éditeur de défis est déverrouillable au niveau {0}
EditorCreateChallenge,Créer un défi
EditorPlayChallenge,Jouer au défi
EditorEditChallenge,Modifier le défi
EditorShare,Partager
EditorShareChallenge,Partager le défi :
EditorSubmit,Envoyer
EditorChallengeCode,Code du défi :
EditorEnterChallengeCode,Entrer le code du défi :
EditorSubmissionForm,Formulaire d'envoi
EditorSubmissionDescription,Envoie ton défi à Ninja Kiwi pour qu'il soit peut-être ajouté à nos futurs Défis quotidiens ou Défis avancés
EditorFridayStinger,Casse-tête du vendredi
EditorRemainAnonymous,Rester anonyme
EditorChallengeEditor,Éditeur de défis
EditorUndo,Annuler
EditorReset,Réinitialiser
EditorRandom,Aléatoire
EditorDifficulty,Difficulté :
EditorGameMode,Mode de jeu :
EditorStartingCash,Argent de départ :
EditorStartingLives,Vies de départ
EditorMaxLives,Vies max :
EditorStartRound,Manche de départ :
EditorEndRound,Manche de fin :
EditorMonkeysExcluded,Singes interdits
EditorMonkeysIncluded,Singes autorisés
EditorMaxMonkeys,Singes max :
EditorAdd,Ajouter
EditorBloonSpeed,Vitesse des Bloons
EditorMoabSpeed,Vitesse des Bloons MOAB
EditorCeramicHealth,Santé des Bloons en céramique
EditorMoabHealth,Santé des Bloons MOAB
EditorPowers,Pouvoirs :
EditorSelling,Vente :
EditorMonkeyKnowledge,Connaissances de singe :
EditorContinues,Nouveaux essais :
EditorLockedSubmitButtonDescription,Tu as déjà envoyé ce défi
EditorLockedShareButtonDescription,"Pour pouvoir partager ton défi, tu dois prouver qu'il est possible de le réussir, en atteignant l'écran de victoire en mode test !"
ConflictScreenChoose,Choisir une partie sauvegardée
ConflictThisDevice,Cet appareil
ConflictCloud,Sur le cloud
ConflictTimeHours,Sauvegardé(e) il y a {0} heures
ConflictUseButton,Utiliser
ConflictNoData,Aucune donnée
ConflictTimeMinutes,Sauvegardé(e) il y a {0} minutes
ConflictTimeSeconds,Sauvegardé(e) il y a {0} secondes
ConflictTimeDays,Sauvegardé(e) il y a {0} jours
FasterMoabs,Vitesse des Bloons de classe MOAB augmentée
SlowerMoabs,Vitesse des Bloons de classe MOAB réduite
BikerBonesSkinName,Apparence Os de biker
BikerBonesSkinDescription,Le courroux du Dieu du soleil n'est rien face à la terrible puissance des Os de biker !
PatsPond,Étang de Pat
InappropriateChallengeName,"Utilise un nom de défi moins inapproprié et réessaie, s'il te plaît"
DCVictoryBody,Félicitations ! Tu as terminé {0} !
EditorCreateVictoryBody,Félicitations ! Tu peux maintenant partager ton défi avec d'autres joueurs !
EditorOlderVersion,Ce défi a été créé dans la version {0} et il n'est peut-être plus possible de le terminer
EditorNewerVersion,"Ce défi a été créé dans une version plus récente du jeu, mets ton jeu à jour à la dernière version pour relever ce défi"
DefeatScreenRetryLastRound,Réessayer la dernière manche
CoopDoubleCash,(mode solo uniquement)
EditorThanksForSubmission,"Merci pour ta contribution et merci de rendre Bloons TD6 encore meilleur ! Nous espérons voir ton défi dans notre rotation à l'avenir, s'il est sélectionné !"
SpringSpring,Printemps bondissant
ObynOceanGuardianSkinName,Apparence Gardien des océans
ObynOceanGuardianSkinDescription,"Des océans nous sommes issus, aux océans nous retournerons."
CollectionEventHeader,Événement de collecte
CoopTriggerText,"Toutes les parties coop partagent équitablement l'argent et l'xp de héros. Pour cette partie, vous jouez : {0} – {1}"
Achievement 64 Name,Gros Bloons
Achievement 64 Description,Pat aime encore plus étreindre les gros Bloons
OptionsExtras,Extras
DoubleCashHelper,Tu trouveras ici le mode argent doublé
BigBloonsMode,Gros Bloons
CollectionMonkeyText,Obtiens des récompenses de collecte en gagnant sur n'importe quelle carte !
CoopQuickGame,Partie rapide
CoopMediumGame,Partie moyenne
CoopLongGame,Partie longue
CoopContinuePrompt,La partie continue dans ...
CoopRestartPrompt,La partie recommence dans ...
CoopFreeplayPrompt,Le jeu libre commence dans ...
CollectionRewardsDelivered,Tes récompenses d'événement de collecte ont été déballées et son dans ton inventaire de singe instantané !
CoopSyncMessage,Synchronisation avec les autres joueurs en cours ...
CoopPlayerLeftMessage,a quitté la partie
CollectionEventEnded,L'événement de collecte est terminé
CoopPublicGameStart,La partie commence bientôt ...
CalloutMasterBuild,Maître bâtisseur
CalloutLessIsMore,"Moins, c'est plus"
CalloutPopMaster,Maître éclateur
CalloutPopPacifist,Éclateur pacifiste
CalloutBossSkillz,Compétences de Boss
CalloutWhatMOABs,Quels MOAB ?
CalloutMonkeyFinancier,Singe magnat
CalloutNoBananas4U,Pas de bananes pour toi
CalloutActivator,Activateur
CalloutPoweredUp,Pleins pouvoirs
CalloutInstaWinner,Gagnant instantané
CalloutMasterBuildDesc,{0} tours placées
CalloutLessIsMoreDesc,{0} tours placées
CalloutPopMasterDesc,{0} Bloons éclatés
CalloutPopPacifistDesc,{0} Bloons éclatés
CalloutBossSkillzDesc,{0} MOAB éclatés
CalloutWhatMOABsDesc,{0} MOAB éclatés
CalloutMonkeyFinancierDesc,{0} argent généré
CalloutNoBananas4UDesc,{0} argent généré
CalloutActivatorDesc,{0} aptitudes utilisées
CalloutPoweredUpDesc,{0} pouvoirs utilisés
CalloutInstaWinnerDesc,{0} singes instantanés utilisés
CoopLobbyNotFound,Partie non trouvée
CoopLobbyIsFull,La partie est au complet
CoopLobbyNotCompatible,"Les versions du jeu ne sont pas compatibles, essaie de mettre à jour le jeu."
CheckInternet,Échec de la connexion. Vérifie ta connexion à l'Internet.
SacrificialTotem,Totem du sacrifice
SandboxSetRound,Définir la manche :
SandboxSpacing,Espacement :
SandboxCount,Décompte :
CoopDisconnected,Déconnecté
CoopDisconnectedMessage,"Malheureusement, la connexion de votre partie a été perdue. Veuillez retourner au menu principal."
CoopCreatingLobby,Création de partie en cours...
CoopHostDisconnected,Le joueur qui a créé la partie est déconnecté
CoopNoPublicOption,Ces paramètres de jeu ne peuvent être appliqués qu'en mode match privé
CoopBuildZoneMessage,Bâtissez vos tours de singe dans la zone verte
Cargo,Cargaison
BenJamminSkinName,Apparence DJ Benjammin
BenJamminSkinDescription,On va s'ÉCLATER !
EditorAllCamo,Tous camouflés
EditorAllRegrow,Tous regonflés
AllCamoDescription,Tous les Bloons non-MOAB sont camouflés
AllRegrowDescription,Tous les Bloons non-MOAB sont regonflés
CoopGiveCashText,Donner
CoopWaitingMessage,En attente d'autres joueurs...
CoopReconnectMessage,Reconnexion à ta partie...
Achievement 65 Name,L'Homme Alchimiste et Bloon l'Ermite
Achievement 65 Description,"Tu l'as réglé sur M comme mini, mais il faut le mettre sur W comme wénorme"
SmudgeCattSkinName,Apparence de Smudge la Chatte
SmudgeCattSkinDescription,Le regard hypnotique de Smudge la Chatte t'invite à transpercer tous ces chaffreux Bloons. Elle a soif de vengeance et d'un bon bol de lait.
Workshop,Atelier
SmallBloonsMode,Petits Bloons
Achievement 66 Name,2TC
Achievement 66 Description,Termine une partie en mode CHIMPANZÉS avec seulement 2 tours de singe.
Achievement 67 Name,La poire en deux
Achievement 67 Description,Termine une partie avec exactement la moitié de vos tes vies de départ et la moitié de ton argent de départ
Achievement 68 Name,Bill Guette
Achievement 68 Description,Envoie 500 000 $ à un allié en coop en une fois
Achievement 69 Name,500 heures du Bloon
Achievement 69 Description,Participe à 500 courses
Achievement 70 Name,Bleu de l'année
Achievement 70 Description,Termine une course en moins de 10 minutes
Achievement 71 Name,Étoile montante
Achievement 71 Description,Termine une course en moins de 5 minutes
Achievement 72 Name,Au sommet de ton art
Achievement 72 Description,Termine une course en moins de 3 minutes
Achievement 73 Name,Le plus grand défi
Achievement 73 Description,Crée ou joue à 200 défis
Achievement 74 Name,Bien sapé(e)
Achievement 74 Description,Gagne 100 parties en utilisant l'apparence de n'importe quel héros
Achievement 75 Name,Thermopylonnage
Achievement 75 Description,Fais éclater {0} Bloons sur Péninsule
Achievement 76 Name,Maître éclateur Bloon
Achievement 76 Description,Inflige 1 milliard de points de dégâts avec le Maître alchimiste Bloon
Achievement 77 Name,Je te vois
Achievement 77 Description,Découvre {0} Bloons en utilisant Scintillement
Achievement 78 Name,Tetrimino
Achievement 78 Description,Place 50 tours de singe sur une carte en même temps
Achievement 79 Name,Il pleut des pièces
Achievement 79 Description,Utilise Siphonage de fonds pour gagner {0}
Achievement 80 Name,Tous pour un et un pour un
Achievement 80 Description,Gagne une partie avec seulement 1 tour de singe à l'écran en même temps dans n'importe quelle partie en mode Difficile
Achievement 81 Name,Maître de la vie
Achievement 81 Description,Dispose de 1000 vies au même moment dans une même partie
Achievement 82 Name,Les arcs-en-ciel sont magiques
Achievement 82 Description,Fais éclater {0} Bloons arc-en-ciel avec des singes magiques
Emote.Hi,Salut !
Emote.Welldone,Bien joué
Emote.Ready,Prêt !
Emote.Slow,Doucement !
Emote.Thanks,Merci
Emote.AFK,Absent(e)
Emote.Sorry,Désolé !
Emote.Goodjob,Bon boulot
Emote.Gg,GG
Emote.Freeplay,Jeu libre
Emote.Eco,Éco
CoopGameUnavailable,Cette partie n'est plus disponible
CalloutHeadDetective,Détective en chef
CalloutHeadDetectiveDesc,{0} Bloons camouflés éclatés
CalloutMetalMuncher,Croque-métal
CalloutMetalMuncherDesc,{0} Bloons en plomb éclatés
CalloutFumigator,Fumigateur
CalloutFumigatorDesc,{0} Bloons regonflés éclatés
CalloutFiredUp,Retour de flamme
CalloutFiredUpDesc,{0} Bloons en céramique éclatés
CalloutBfbBrawler,Castagneur de BFB
CalloutBfbBrawlerDesc,{0} BFB éclatés
CalloutZomgZapper,Zappeur de ZOMG
CalloutZomgZapperDesc,{0} ZOMG éclatés
CalloutDdtDestroyer,Destructeur de DDT
CalloutDdtDestroyerDesc,{0} DDT éclatés
CalloutMostGenerous,Le plus généreux
CalloutMostGenerousDesc,{0} argent donné
CoopDailyChallenge,Défi quotidien coop
Spillway,Déversoir
Sentry,Sentinelle
SentryBoom,Sentinelle explosive
SentryCrushing,Sentinelle à boule à pointes
SentryCold,Sentinelle givrée
SentryEnergy,Sentinelle à énergie
SentryParagon,Sentinelle champion
EditorNumberOfPlayers,Nombre de joueurs
EditorCoopAreaDivision,Division de la zone en coop
InvalidTarget,Cible non valide
Adora,Adora
Adora Short Description,Grande prêtresse
Adora Description,La dévotion d'Adora lui impose d'abattre les Bloons dans un élan de furie vengeresse.
Adora Level 1 Description,L'Éclair divin cherche et détruit.
Adora Level 2 Description,Portée d'attaque augmentée.
Adora Level 3 Description,Le Bras de la lumière : augmente considérablement la portée et la puissance d'attaque pendant un bref laps de temps et inflige des dégâts à tous les types de Bloons.
Adora Level 4 Description,Tire des doubles Éclairs divins.
Adora Level 5 Description,Les Éclairs divins transpercent plus de Bloons
Adora Level 6 Description,Tire 3 Éclairs divins à la fois.
Adora Level 7 Description,Sacrifice de sang : Sacrifie une tour ciblée pour conférer une quantité importante d'XP à Adora et augmenter sa portée d'attaque et sa cadence de tir pendant un bref laps de temps.
Adora Level 8 Description,Tire 4 Éclairs divins à la fois.
Adora Level 9 Description,Portée d'attaque augmentée.
Adora Level 10 Description,Boule de lumière : génère une puissante boule d'énergie qui abat les Bloons.
Adora Level 11 Description,Adora augmente la vitesse d'attaque.
Adora Level 12 Description,Tire 5 Éclairs divins à la fois.
Adora Level 13 Description,Les Éclairs divins transpercent encore plus de Bloons.
Adora Level 14 Description,Tire 6 Éclairs divins à la fois.
Adora Level 15 Description,Les Éclairs divins brûlent une couche de Bloons en plus et Boule de lumière inflige plus de dégâts.
Adora Level 16 Description,Le Bras de la lumière devient encore plus mortel.
Adora Level 17 Description,Adora augmente encore plus la vitesse d'attaque.
Adora Level 18 Description,Tire 8 Éclairs divins à la fois.
Adora Level 19 Description,Portée d'attaque augmentée.
Adora Level 20 Description,La Boule de lumière est considérablement améliorée et la cadence de tir la portée et les buffs de durée des Sacrifices sont augmentés.
Carved,Taillée
BloodyPuddles,Flaques mortelles
TechBotRequiresAbility,Requiert une tour de singe avec des aptitudes activées
AdorasTemple,Temple d'Adora
WinterPark,Parc d'hiver
FustyTheSnowmanSkinName,Fusty le Bonhomme de neige
FustyTheSnowmanSkinDescription,Était quelqu'un de joyeux et éclatant
WorkshopReverseMotor,Activer le moteur marche arrière
WorkshopTrackExtensions,Activer les extensions de circuit
Achievement 83 Name,Étrangement adorable
Achievement 83 Description,Lorsque les planètes s'alignent bien comme il faut
Achievement 84 Name,Constante de Josh
Achievement 84 Description,B-b-bats n'importe quelle carte de niveau expert en mode CHIMPANZÉS en dépensant 40 870 $ ou plus sur 1 usine de herses
Achievement 85 Name,Qu'est-ce que ça a coûté ? - Tout
Achievement 85 Description,Sacrifie chaque type de tour du jeu au Temple
Achievement 86 Name,2 Méga-éclatements
Achievement 86 Description,Termine une partie en mode CHIMPANZÉS où une tour a infligé plus de 2 millions de points de dégâts
Achievement 87 Name,Caisse qu'on s'amuse
Achievement 87 Description,Ouvre une caisse de diamant dans n'importe quel Événement de collecte
Achievement 88 Name,Axe de ravages
Achievement 88 Description,Possède un de chacun des tireurs d'élite T5 dans la même partie de mode CHIMPANZÉS
Achievement 89 Name,Gardien de tours
Achievement 89 Description,Possède 200 singes instantanés dans ton inventaire en même temps
Achievement 90 Name,Un an de travail
Achievement 90 Description,Ouvre le Coffre quotidien 365 fois
Achievement 91 Name,Kali Maaaaaaaa
Achievement 91 Description,Fais gagner 10 niveaux à Adora en une manche
Blood Sacrifice Ability,Sacrifice de sang
Blood Sacrifice Ability Description,Sacrifie une tour ciblée pour conférer une quantité importante d'XP à Adora et augmenter sa portée d'attaque et sa cadence de tir pendant un bref laps de temps.
The Long Arm of Light Ability,Le Bras de la lumière
The Long Arm of Light Ability Description,Augmente considérablement la portée et la puissance d'attaque pendant un bref laps de temps et inflige des dégâts à tous les types de Bloons.
Ball of Light Ability,Boule de lumière
Ball of Light Ability Description,Génère une puissante boule d'énergie qui abat les Bloons.
SunAvatarMini,Avatar du soleil
TrueSunAvatarMini,Avatar du soleil
ComeOnEverybody,Haut les cœurs !
ComeOnEverybodyDescription,"La vitesse d'attaque des tours principales est augmentée de 5 % si elles sont toutes d'un niveau inférieur à 3, et elles coûtent 5 % de moins si elles sont toutes de niveau 3 ou 4"
Wingmonkey,Singe-ailier
WingmonkeyDescription,Trajectoire de vol avancée qui coordonne les passages d'attaque décalés de plusieurs singes pilotes d'élite 
TT_Wingmonkey,Singe-ailier
TinyTornadoes,Minitornades
TinyTornadoesDescription,Les tornades de druides génèrent 3 tornades plus petites lorsqu'elles expirent
HealthyBananas,Bananes saines
HealthyBananasDescription,Les marchés génèrent désormais 1 vie par manche et les marchés centraux en génèrent 3
WeakPoint,Point faible
WeakPointDescription,Tous les héros infligent +1 dégâts aux Bloons en céramique et fortifiés
WolfpackQuincySkinName,Quincy Meute de loups
WolfpackQuincySkinDescription,"Issu de jours anciens plus sauvages, lorsque tous les chasseurs étaient forts et la meute plus forte encore, voici Quincy, ancêtre de Quincy."
Infernal,Infernal
DownloadButton,Téléchargement
DownloadDescription,Téléchargement de fichiers additionnels. Connexion Wi-Fi recommandée. Taille des données {0}Mo
ViewCollectionButton,Voir collection
ViewInventoryButton,Voir inventaire
CollectionDescription,"Les singes instantanés demeureront visibles dans votre collection, même après avoir été utilisés."
CollectionNoInventory,"Les singes instantanés obtenus via les coffres quotidiens, les défis et les événements apparaîtront ici."
MatchIncompatible,Types de parties non compatibles
CollectionEventBonusRewards,Récompenses bonus
SteamOverlay,Overlay et connexion à Steam requis pour les achats.
CollectionEventFeaturedInstas,Singes instantanés en vedette
CollectionEventChangesIn,Change dans :
CollectionEventChooseInsta,Choisir le singe instantané en vedette
JoanOfArcAdoraSkinName,Adora Jeanne d'Arc
JoanOfArcAdoraSkinDescription,Toutes les batailles se gagnent et se perdent d'abord dans la tête.
EditorRules,Règles
EditorModifiers,Modificateurs
PathRestricted,Chemin restreint
UpgradeRestricted,Amélioration restreinte
ChallengeEditorRestrict,Restreindre
ConfirmApplyAll,Appliquer ces restrictions à toutes les tours de singe disponibles ?
ConfirmResetAll,Réinitialiser toutes les tours de singe disponibles à 5-5-5 ?
Geared,Mécanismes
ChallengeEditorTowerRestrictions,Restrictions de tours
ChallengeEditorApplyAll,Tout appliquer
ChallengeEditorResetAll,Tout réinitialiser
CandyFalls,Chutes des Friandises
HarlegwenGwendolinSkinName,Apparence d'Harlegwen
HarlegwenGwendolinSkinDescription,Je suis connue pour être assez contrariante !
CoopLobbyHackerDetected,"Impossible de rejoindre la partie, incompatibilité détectée. Pour obtenir de l'aide, veuillez vous rendre sur https://ninja.kiwi/btd6_coop"
TechBotSetAmbush,Placer embuscade
TechBotSetAmbushInstruction,Sélectionner une zone d'embuscade près du circuit
AmbushTech,Technologie d'embuscade
AmbushTechDescription,Tech Bot obtient une option de ciblage permettant un déclenchement uniquement lorsque des Bloons pénètrent dans une zone spécifique du circuit.
DoorGunner,Mitrailleur de porte
DoorGunnerDescription,L'hélicoptère Popérations spéciales permet aux tours de singe de niveau 4 et inférieur d'attaquer les Bloons lorsqu'elles sont en transit.
DoorGunnerDenied,Impossible de faire de cette tour un Mitrailleur de porte
AmbidextrousRangs,Boomerangs ambidextres
AmbidextrousRangsDescription,"Grâce à l'entraînement et au savoir, le singe boomerang peut Changer de main comme option de ciblage et optimiser les attaques de boomerang."
BoomerangTargetingSwitchHands,Changer de main
VineRupture,Rupture de plantes grimpantes
VineRuptureDescription,"Confère au druide Esprit de la forêt une nouvelle aptitude permettant de faire éclater toutes les plantes grimpantes sur le circuit, infligeant des dégâts importants à tous les Bloons qui ne sont pas en plomb. De nouvelles plantes grimpantes pousseront à "
BankDeposits,Dépôts en banque
BankDepositsDescription,Les banques simiesques de niveau 4 et supérieur peuvent accepter des dépôts d'argent de jeu disponible.
MonkeyBankDeposit,Dépôt
Achievement 92 Name,Ticket d'or
Achievement 92 Description,Bloompa-loompa-doompa-dee-doo !
SmallMonkeysMode,Petits singes
CaveMonkey,Singe des cavernes
DarkKnightDarkshift,[I] pour effectuer Téléportation obscure à portée
DarkChampionDarkshift,[I] pour effectuer Téléportation obscure à tout endroit valide
SmallTowersMode,Petites tours de singe
BigTowersMode,Grandes tours de singe
UpdatePopupTitle,Mise à jour 29 !
UpdatePopupDescription,"Mise à jour de saison Joyeuses fêtes !\n• Régnez sur les eaux avec le nouveau parangon singe : Navarque des mers\n• Arrêtez net ces Bloons tapageurs sur la nouvelle carte de niveau intermédiaire : Rue tranquille\n• Procurez-vous la nouvelle apparence géniale d'Ezili : Galaxili !\n• Création de lobby coop remaniée pour vous permettre d'entrer dans la partie plus rapidement\n• 17 nouveaux articles de Boutique de trophées, dont 6 à durée limitée, procurez-les-vous rapidement !\n• Nouveaux succès, modifications de qualité de vie, équilibrage et correctifs - plein de super changements, consultez les notes de mises à jour pour tous les détails\n• Meilleurs vœux de fêtes de fin d'année et Bonne année de la part de nous tous ici à Ninja Kiwi !"
ResetDailyChest,Réinitialiser le Coffre quotidien
JukeboxName,Juke-box
EnableFunction,Activer
JukeboxSongs,Morceaux
JukeboxPlaylist,Playlist
JukeboxAddAll,Tout ajouter
JukeboxRemoveAll,Tout retirer
MonkeysLeft,Singes restants
ChallengeRules,Règles du défi
JukeboxMusicFiestaMain,Fiesta flamenco
JukeboxMusicSunshineMain,Sérénade solaire
JukeboxMusicSunsetMain,Samba du crépuscule
JukeboxMusicTropicalMain,Carnaval tropical
JukeboxMusicTribesMain,Tribus et tribulations
JukeboxMusicWinterMain,Nuits d'hiver
JukeboxMusicJazzMain,Thème de jazz
DoorGunnerSelect,Sélectionne une tour en tant que Mitrailleur de porte
PlayerStatsSettings,Stats de joueur
PlayerStatsPublicStats,Stats publiques
HiddenAchievements,Succès cachés
PlayerStatsTopHeroes,Meilleurs héros
PlayerStatsTopMonkeys,Meilleurs singes
PlayerStatsGamesPlayed,Parties jouées
PlayerStatsGamesWon,Parties gagnées
PlayerStatsHighestRound,Plus haute manche
PlayerStatsMonkeysPlaced,Singes placés
PlayerStatsPopCount,Nombre total d'éclatages
PlayerStatsCoopPopCount,Nombre total d'éclatages en coop
PlayerStatsCamoPopped,Bloons camouflés éclatés
PlayerStatsLeadPopped,Bloons en plomb éclatés
PlayerStatsPurplePopped,Bloons violets éclatés
PlayerStatsRegrowPopped,Bloons regonflés éclatés
PlayerStatsCeramicPopped,Bloons en céramique éclatés
PlayerStatsMoabsPopped,MOAB éclatés
PlayerStatsBfbsPopped,BFB éclatés
PlayerStatsZomgsPopped,ZOMG éclatés
PlayerStatsDdtsPopped,DDT éclatés
PlayerStatsBadsPopped,BAD éclatés
PlayerStatsBloonsLeaked,Bloons fui
PlayerStatsCashGenerated,Argent généré
PlayerStatsCashGifted,Argent donné
PlayerStatsAbilitiesUsed,Aptitudes utilisées
PlayerStatsPowersUsed,Pouvoirs utilisés
PlayerStatsInstaMonkeysUsed,Singes instantanés utilisés
PlayerStatsDailysOpened,Coffres de récompense quotidiens ouverts
PlayerStatsChallengesCompleted,Défis accomplis
PlayerStatsMaxPublicSelected,Nombre maximal de Stats publiques sélectionné. Tu dois en désélectionner une ou plus avant de pouvoir ajouter de nouvelles Stats publiques.
PlayerStatsOdysseysCompleted,Odyssées terminées
PlayerStatsMedals,Médailles
PlayerStatsAvatar,Avatar
PlayerStatsOverallStats,Stats globales
PlayerStatsSharing,En partage {0}/7
JukeboxMusicThemeMain,Thème principal
et_odysseytitle,Événement d'Odyssée !
et_odysseydescription,"Bienvenue ! Chaque Odyssée relie plusieurs cartes et défis, avec des trophées et autres récompenses à la clé ! Règles clés :\n• Les vies sont partagées entre toutes les cartes\n• Une fois une Odyssée commencée, impossible de changer ton équipage ou la difficulté sans devoir recommencer\n• Gagne des trophées et récompenses après avoir fini la dernière carte\n• Les trophées ne se cumulent pas : l'Odyssée en mode Difficile a un nombre max de trophées"
OdysseyEventName,Événement d'Odyssée 
OdysseyThemeCustomRules,Règles personnalisées
OdysseyThemeRapidBloons,Bloons rapides
OdysseyThemeNoReturn,Politique de non-retour
OdysseyThemeInstructions,Instructions non fournies
OdysseyThemeFasterHigher,Plus vite. Plus haut. Plus fort.
OdysseyThemeGottaGoFast,Faut aller vite
OdysseyThemeAllCamo,Tous camouflés tout le temps
OdysseyThemeAllRegrow,Tous regonflés tout le temps
OdysseyThemeFastTrack,Circuit rapide
OdysseyThemeHighlander,Odyssée du Highlander
OdysseyThemeMonkeyTeams,Équipes de singes
OdysseyThemeExtremeOdyssey,Odyssée extrême
OdysseyLives,Vies :
OdysseyLife,{0} vie !
OdysseyLivesLeft,Vies restantes :
OdysseyStart,Démarrer l'Odyssée
CollectAll,Tout récupérer
OdysseyThemeSlowButDeadly,Lent mais mortel
OdysseyIslandRules,Règles insulaires
OdysseyCrew,Équipage
OdysseyCrewDetails,Infos d'équipage
OdysseyCrewDetailsSubtext,Constituez un équipage épique à partir des singes et des pouvoirs choisis par le destin
OdysseySeats,Sièges : {0}
OdysseyMax,Max. : {0}
OdysseyPowersAvailable,Pouvoirs disponibles :
OdysseySpaces,Places : {0}
OdysseySelectCrew,Sélectionne ton équipage
OdysseyTotal,Total : {0}
OdysseyPlay,Jouer
OdysseyContinue,Continuer l'Odyssée
OdysseyAddCrew,Ajoute d'autres singes à ton équipage pour débuter ton Odyssée
LeaderboardHacker,Pas de données trouvées.
Bazaar,Bazar
FloodedValley,Vallée inondée
AdmiralBrickell,Amiral Brickell
AdmiralBrickell Short Description,Commandant des forces navales
AdmiralBrickell Description,Menez tous vos singes aquatiques à une victoire décisive. Requiert de l'eau pour être placé.
AdmiralBrickell Level 1 Description,Largue de puissantes mines marines qui cherchent et détruisent les Bloons.
AdmiralBrickell Level 2 Description,Vitesse d'attaque augmentée.
AdmiralBrickell Level 3 Description,Tactique navale : augmente considérablement la vitesse d'attaque de Brickell et des singes aquatiques à proximité pendant un bref laps de temps.
AdmiralBrickell Level 4 Description,Puissance d'éclatement accrue pour les mines marines.
AdmiralBrickell Level 5 Description,"Tactique navale augmente la puissance d'éclatement et permet aux singes affectés de toucher tous les types de Bloons, sauf les camouflés."
AdmiralBrickell Level 6 Description,Augmente les dégâts infligés par les mines marines et les attaques au pistolet.
AdmiralBrickell Level 7 Description,Portée d'attaque et détection de Bloons camouflés augmentées.
AdmiralBrickell Level 8 Description,Tactique navale permet aux singes affectés de toucher les Bloons camouflés.
AdmiralBrickell Level 9 Description,Les mines marines infligent plus de dégâts.
AdmiralBrickell Level 10 Description,Méga mine : déploie une mine marine dévastatrice touchant les Bloons MOAB et étourdissant les Bloons proches. Les Méga mines durent 3 tours.
AdmiralBrickell Level 11 Description,Vitesse de déploiement et taux de déploiement des mines marines plus rapides.
AdmiralBrickell Level 12 Description,"Vitesse d'attaque et dégâts augmentés pour les attaques au pistolet, dégâts augmentés pour les mines marines."
AdmiralBrickell Level 13 Description,Temps de recharge réduit pour la Méga mine.
AdmiralBrickell Level 14 Description,Durée de Tactique navale prolongée.
AdmiralBrickell Level 15 Description,"Les mines marines améliorées génèrent une plus grosse explosion, peuvent infliger des dégâts aux Bloons noirs et retirer la propriété de camouflage."
AdmiralBrickell Level 16 Description,Portée d'attaque et de déploiement des mines marines légèrement augmentées.
AdmiralBrickell Level 17 Description,Les mines marines infligent beaucoup plus de dégâts.
AdmiralBrickell Level 18 Description,Temps de recharge encore plus réduit pour la Méga mine.
